    12.000     5.000     6.000     6.000     3.000     9.304    -0.944     0.057    -0.001     9.258    -0.953     0.058    -0.001     0.018     0.982     2.000   1
    14.000     3.000     3.000     6.000     5.000     9.278    -0.949     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.008     0.992     2.000   2
    14.000    15.000     8.000    13.000     2.000    11.799    -0.453     0.032    -0.001    11.842    -0.445     0.032    -0.001     0.983     0.017     1.000   3
     4.000     4.000     0.000     3.000     7.000     9.259    -0.953     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.000     1.000     2.000   4
    10.000     8.000     1.000     1.000     4.000     9.260    -0.953     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.001     0.999     2.000   5
    12.000    12.000     9.000     3.000     8.000    11.127    -0.586     0.039    -0.001    11.842    -0.445     0.032    -0.001     0.723     0.277     1.000   6
     4.000    10.000     5.000    11.000     7.000    10.504    -0.708     0.045    -0.001     9.258    -0.953     0.058    -0.001     0.482     0.518     2.000   7
     9.000     8.000     2.000     3.000     3.000     9.261    -0.953     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.001     0.999     2.000   8
     9.000     6.000     1.000    13.000    14.000    11.430    -0.526     0.036    -0.001    11.842    -0.445     0.032    -0.001     0.840     0.160     1.000   9
    17.000     6.000     9.000     5.000     9.000    11.174    -0.576     0.039    -0.001    11.842    -0.445     0.032    -0.001     0.742     0.258     1.000  10
     6.000     0.000    10.000     7.000     2.000     9.270    -0.951     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.005     0.995     2.000  11
    15.000     6.000     3.000     3.000     6.000     9.289    -0.947     0.057    -0.001     9.258    -0.953     0.058    -0.001     0.012     0.988     2.000  12
    10.000    12.000     7.000    11.000    13.000    11.833    -0.447     0.032    -0.001    11.842    -0.445     0.032    -0.001     0.996     0.004     1.000  13
    13.000    16.000    17.000    14.000    11.000    11.842    -0.445     0.032    -0.001    11.842    -0.445     0.032    -0.001     1.000     0.000     1.000  14
     6.000     2.000     3.000     1.000     2.000     9.258    -0.953     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.000     1.000     2.000  15
     7.000    11.000     6.000     2.000     1.000     9.269    -0.951     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.004     0.996     2.000  16
    11.000     8.000     8.000     3.000     3.000     9.332    -0.939     0.057    -0.001     9.258    -0.953     0.058    -0.001     0.028     0.972     2.000  17
    12.000     1.000     6.000     2.000     0.000     9.259    -0.953     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.000     1.000     2.000  18
     7.000     2.000     3.000     9.000     1.000     9.260    -0.953     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.001     0.999     2.000  19
    10.000     2.000     9.000     9.000     7.000     9.942    -0.819     0.051    -0.001     9.258    -0.953     0.058    -0.001     0.265     0.735     2.000  20
     8.000     2.000     1.000    11.000     3.000     9.265    -0.952     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.002     0.998     2.000  21
     8.000     5.000     3.000     3.000     1.000     9.259    -0.953     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.000     1.000     2.000  22
    13.000     5.000    12.000    14.000     4.000    11.737    -0.465     0.033    -0.001    11.842    -0.445     0.032    -0.001     0.959     0.041     1.000  23
    13.000    11.000    16.000    14.000    13.000    11.842    -0.445     0.032    -0.001    11.842    -0.445     0.032    -0.001     1.000     0.000     1.000  24
     4.000     5.000     7.000     9.000    10.000    10.123    -0.783     0.049    -0.001     9.258    -0.953     0.058    -0.001     0.335     0.665     2.000  25
    11.000     8.000     6.000     7.000     3.000     9.439    -0.918     0.056    -0.001     9.258    -0.953     0.058    -0.001     0.070     0.930     2.000  26
     9.000    12.000     6.000     3.000     2.000     9.317    -0.942     0.057    -0.001     9.258    -0.953     0.058    -0.001     0.023     0.977     2.000  27
    17.000    13.000    16.000    12.000     6.000    11.842    -0.445     0.032    -0.001    11.842    -0.445     0.032    -0.001     1.000     0.000     1.000  28
    13.000     8.000     3.000    10.000    11.000    11.354    -0.541     0.037    -0.001    11.842    -0.445     0.032    -0.001     0.811     0.189     1.000  29
    10.000     7.000     2.000     3.000     1.000     9.259    -0.953     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.000     1.000     2.000  30
     7.000     4.000     0.000     2.000     2.000     9.258    -0.953     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.000     1.000     2.000  31
    15.000     2.000     1.000     8.000     3.000     9.265    -0.952     0.058    -0.001     9.258    -0.953     0.058    -0.001     0.003     0.997     2.000  32
     3.000     3.000     5.000    10.000     6.000     9.307    -0.943     0.057    -0.001     9.258    -0.953     0.058    -0.001     0.019     0.981     2.000  33
     8.000     6.000     5.000     6.000     6.000     9.328    -0.939     0.057    -0.001     9.258    -0.953     0.058    -0.001     0.027     0.973     2.000  34
    15.000    14.000     8.000    14.000     5.000    11.834    -0.446     0.032    -0.001    11.842    -0.445     0.032    -0.001     0.997     0.003     1.000  35
